Respondent ID,Ad ID,BrandRecall_anchor_authenticity,Credibility_anchor_authenticity,Enjoyment_anchor_authenticity,Involvement_anchor_authenticity,Memory_anchor_authenticity,Optimisation_anchor_authenticity,Persuasion_anchor_authenticity,Relevance_anchor_authenticity,Understanding_anchor_authenticity,BrandRecall_anchor_brand_recall,BrandRecall_anchor_branding,Credibility_anchor_branding,Enjoyment_anchor_branding,Involvement_anchor_branding,Memory_anchor_branding,Optimisation_anchor_branding,Persuasion_anchor_branding,Relevance_anchor_branding,Understanding_anchor_branding,BrandRecall_anchor_confusion_clarity,Credibility_anchor_confusion_clarity,Enjoyment_anchor_confusion_clarity,Involvement_anchor_confusion_clarity,Memory_anchor_confusion_clarity,Optimisation_anchor_confusion_clarity,Persuasion_anchor_confusion_clarity,Relevance_anchor_confusion_clarity,Understanding_anchor_confusion_clarity,BrandRecall_anchor_credibility,Credibility_anchor_credibility,Enjoyment_anchor_credibility,Involvement_anchor_credibility,Memory_anchor_credibility,Optimisation_anchor_credibility,Persuasion_anchor_credibility,Relevance_anchor_credibility,Understanding_anchor_credibility,BrandRecall_anchor_enjoyability,Credibility_anchor_enjoyability,Enjoyment_anchor_enjoyability,Involvement_anchor_enjoyability,Memory_anchor_enjoyability,Optimisation_anchor_enjoyability,Persuasion_anchor_enjoyability,Relevance_anchor_enjoyability,Understanding_anchor_enjoyability,BrandRecall_anchor_involvement,Credibility_anchor_involvement,Enjoyment_anchor_involvement,Involvement_anchor_involvement,Memory_anchor_involvement,Optimisation_anchor_involvement,Persuasion_anchor_involvement,Relevance_anchor_involvement,Understanding_anchor_involvement,BrandRecall_anchor_personal_relevance,Credibility_anchor_personal_relevance,Enjoyment_anchor_personal_relevance,Involvement_anchor_personal_relevance,Memory_anchor_personal_relevance,Optimisation_anchor_personal_relevance,Persuasion_anchor_personal_relevance,Relevance_anchor_personal_relevance,Understanding_anchor_personal_relevance,BrandRecall_anchor_persuasion,Credibility_anchor_persuasion,Enjoyment_anchor_persuasion,Involvement_anchor_persuasion,Memory_anchor_persuasion,Optimisation_anchor_persuasion,Persuasion_anchor_persuasion,Relevance_anchor_persuasion,Understanding_anchor_persuasion,BrandRecall_anchor_relevance,Credibility_anchor_relevance,Enjoyment_anchor_relevance,Involvement_anchor_relevance,Memory_anchor_relevance,Optimisation_anchor_relevance,Persuasion_anchor_relevance,Relevance_anchor_relevance,Understanding_anchor_relevance,BrandRecall_anchor_reliability_durability,Credibility_anchor_reliability_durability,Enjoyment_anchor_reliability_durability,Involvement_anchor_reliability_durability,Memory_anchor_reliability_durability,Optimisation_anchor_reliability_durability,Persuasion_anchor_reliability_durability,Relevance_anchor_reliability_durability,Understanding_anchor_reliability_durability,BrandRecall_anchor_scepticism,Credibility_anchor_scepticism,Enjoyment_anchor_scepticism,Involvement_anchor_scepticism,Memory_anchor_scepticism,Optimisation_anchor_scepticism,Persuasion_anchor_scepticism,Relevance_anchor_scepticism,Understanding_anchor_scepticism,Understanding_anchor_understanding_accuracy,BrandRecall_anchor_value_for_money,Credibility_anchor_value_for_money,Enjoyment_anchor_value_for_money,Involvement_anchor_value_for_money,Memory_anchor_value_for_money,Optimisation_anchor_value_for_money,Persuasion_anchor_value_for_money,Relevance_anchor_value_for_money,Understanding_anchor_value_for_money,anchor_enjoyability_overall_mean,anchor_enjoyability_overall_std,anchor_involvement_overall_mean,anchor_involvement_overall_std,anchor_credibility_overall_mean,anchor_credibility_overall_std,anchor_persuasion_overall_mean,anchor_persuasion_overall_std,anchor_branding_overall_mean,anchor_branding_overall_std,anchor_confusion_clarity_overall_mean,anchor_confusion_clarity_overall_std,anchor_scepticism_overall_mean,anchor_scepticism_overall_std,anchor_authenticity_overall_mean,anchor_authenticity_overall_std,anchor_personal_relevance_overall_mean,anchor_personal_relevance_overall_std,anchor_relevance_overall_mean,anchor_relevance_overall_std,anchor_value_for_money_overall_mean,anchor_value_for_money_overall_std,anchor_reliability_durability_overall_mean,anchor_reliability_durability_overall_std,anchor_brand_recall_overall_mean,anchor_brand_recall_overall_std,anchor_understanding_accuracy_overall_mean,anchor_understanding_accuracy_overall_std,n_themes_scored,Order Shown,Brand,Ad / Platform
R00011,AD002,0.27268088,0.64265275,0.5009391,0.42849612,0.3175448,0.24098957,0.17383972,0.17197259,0.22735016,0.0,0.4791414,0.2612714,0.20654498,0.23097722,0.39301452,0.61377895,0.21948144,0.09816659,0.21559916,0.37000215,0.30331713,0.23303527,0.2785269,0.32107997,0.36043265,0.10048786,0.15010552,0.21183306,0.31285334,0.63482076,0.32652014,0.3285368,0.34921965,0.37423056,0.28207532,0.1348302,0.27473044,0.26101974,0.3522232,0.51688415,0.40662518,0.3791417,0.38573098,0.25532264,0.12773234,0.30030558,0.33884963,0.38133186,0.33831024,0.5538897,0.39415294,0.47056237,0.23935609,0.16542834,0.24438271,0.23570946,0.36037073,0.2808098,0.26660597,0.2656128,0.30763337,0.20562741,0.27235845,0.18819004,0.38969392,0.3780027,0.30288625,0.36196256,0.3272705,0.45934844,0.46163154,0.125696,0.33926722,0.23778252,0.39719868,0.30649164,0.32777783,0.28293908,0.2792296,0.22086479,0.35811552,0.21507156,0.3105598,0.43573862,0.2640905,0.24840859,0.19962734,0.32181746,0.3783655,0.14483823,0.32687813,0.39894056,0.43408084,0.37100574,0.32487673,0.35152143,0.31821042,0.17005609,0.11308767,0.17782763,0.5894520282745361,0.29349634,0.42649716,0.27918956,0.21423091,0.3369102,0.2929493,0.3909265,0.14077733,0.39137626,0.33166504,0.111195676,0.34736264,0.12077853,0.33531302,0.13169016,0.3495288,0.10005208,0.3019973,0.16144118,0.25875783,0.092663206,0.2955119,0.11345709,0.3307184,0.16121721,0.2647687,0.051844187,0.29171902,0.062340092,0.30737263,0.091327175,0.29225823,0.08904891,0.0,,0.5894520282745361,,9,4,Crompton,TVC 30s
R00012,AD002,0.11289576,0.50463897,0.3840537,0.25063828,0.2767596,,0.23172133,0.40190807,0.3497728,0.0,0.3004185,0.21761492,0.21164645,0.17134595,0.31972712,,0.17189859,0.17718475,0.4574922,0.2686282,0.398798,0.40889162,0.3843829,0.33382484,,0.26431835,0.46177974,0.6326989,0.20837694,0.45048317,0.26210216,0.22935101,0.2958889,,0.29002118,0.3245007,0.48659766,0.19785303,0.28035992,0.36723337,0.23931813,0.40381017,,0.22079708,0.24850124,0.46588895,0.21951714,0.3156511,0.31473666,0.47818038,0.4029202,,0.2778537,0.3213974,0.4918292,0.20488852,0.22678983,0.18949369,0.2073885,0.3130936,,0.21518612,0.4289519,0.37173063,0.22425693,0.22960165,0.19771975,0.21466175,0.27573925,,0.3794775,0.23888773,0.3327449,0.17111504,0.25785172,0.19352888,0.2896828,0.28219128,,0.2557288,0.54287827,0.3680352,0.19725363,0.28022873,0.18941636,0.22162351,0.19646713,,0.32365814,0.19135372,0.28536606,0.16466919,0.59731895,0.48047906,0.38011727,0.30361244,,0.34322372,0.42486393,0.44336993,0.29753097891807556,0.19427659,0.31298864,0.23311034,0.21355541,0.25320265,,0.39591742,0.21884325,0.30300456,0.30297023,0.09722778,0.35276073,0.096182585,0.31841522,0.10020692,0.2616362,0.06366737,0.25341606,0.10033636,0.3941653,0.11836069,0.39220682,0.12857181,0.31404856,0.121227354,0.26969033,0.09022493,0.2951265,0.1168247,0.26561236,0.06742037,0.23567091,0.05279395,0.0,,0.29753097891807556,,8,4,Crompton,TVC 30s
R00013,AD002,0.2773063,0.5069992,0.49796098,0.5178316,0.29862252,0.38934717,0.31101465,0.47700673,0.31122857,0.0,0.40042114,0.45858553,0.29450336,0.47891638,0.43419412,0.31461507,0.2884027,0.2504371,0.45199394,0.37498623,0.2674749,0.28834593,0.39860937,0.33361337,0.33895725,0.17752957,0.25565514,0.42420918,0.31514877,0.61174476,0.3539309,0.55855876,0.41274825,0.4108644,0.30595464,0.35097405,0.42421302,0.30798787,0.49446937,0.54081875,0.6478865,0.44091713,0.31323656,0.2601495,0.3314295,0.42956448,0.36010212,0.47637707,0.39858592,0.7890105,0.46080974,0.34253287,0.2724996,0.36333263,0.45952216,0.23432794,0.40423298,0.31091988,0.45756102,0.40158355,0.3880388,0.28705722,0.61786366,0.35018915,0.31033945,0.56574833,0.3722474,0.50577307,0.39522913,0.37038946,0.48536795,0.35901898,0.44146657,0.21387428,0.38858798,0.29037935,0.5096171,0.34750122,0.38748622,0.32921034,0.6610022,0.36911592,0.26458958,0.5340748,0.33640853,0.3647878,0.2883477,0.28635028,0.31493068,0.3012112,0.3177237,0.27070457,0.352152,0.3831901,0.45967448,0.3505416,0.3244537,0.24536084,0.33861998,0.37523052,0.7166545391082764,0.23427288,0.44072646,0.32295057,0.40751448,0.39019585,0.25588584,0.3870768,0.33970943,0.39261395,0.41849554,0.12743911,0.4358636,0.14803915,0.41601527,0.105537504,0.42284226,0.08243172,0.37467438,0.08732375,0.317709,0.07806959,0.34443644,0.06276169,0.39859086,0.101294756,0.38353047,0.11131027,0.38853052,0.1297216,0.35232738,0.070164636,0.33426937,0.08051324,0.0,,0.7166545391082764,,9,5,Crompton,TVC 30s
R00014,AD002,,0.5645665,0.42624903,0.5155978,0.34973857,0.3213914,0.16403662,0.47491208,0.20540497,,,0.46102005,0.20331761,0.5079327,0.4570898,0.3618222,0.2554913,0.22631912,0.3746538,,0.3587253,0.30690378,0.36207414,0.3980977,0.44224513,0.116516836,0.27247292,0.28393713,,0.7847023,0.31074268,0.5904861,0.4864038,0.43195584,0.24640134,0.3619875,0.38081202,,0.47946414,0.5209508,0.6830846,0.48146346,0.4700444,0.20320824,0.31561342,0.34602073,,0.55709904,0.41232592,0.8019397,0.4959392,0.6294686,0.16372576,0.36289558,0.337545,,0.4728377,0.25987723,0.45725414,0.40845475,0.3134411,0.15602781,0.47733182,0.28645104,,0.60562235,0.279447,0.5267121,0.42493343,0.37192595,0.39277613,0.33366287,0.36316893,,0.49070692,0.28883433,0.49802527,0.3686246,0.37784076,0.18643434,0.6503153,0.28689477,,0.6284922,0.24512106,0.40886047,0.32474884,0.28990638,0.30781853,0.2710166,0.25717694,,0.4763515,0.32759625,0.43450186,0.38992614,0.3951926,0.16703029,0.3013664,0.2831686,0.868069052696228,,0.59604794,0.2776269,0.42121845,0.42506418,0.31701127,0.46872532,0.3072854,0.3816187,0.43748122,0.14645632,0.47011736,0.19640304,0.44918644,0.17187442,0.4122811,0.10615493,0.3559558,0.116462626,0.31762162,0.09957338,0.3468917,0.098180555,0.3777371,0.14394057,0.35395944,0.11784968,0.39345953,0.1475459,0.39932477,0.103529796,0.34164262,0.12668629,,,0.868069052696228,,8,3,Crompton,TVC 30s
R00015,AD002,0.2782324,0.67998976,0.3822647,0.3623257,0.39199704,0.24098568,0.2579203,0.5332994,0.25206703,0.5,0.471862,0.41077328,0.23191032,0.24227045,0.44101205,0.5698986,0.2765397,0.3084819,0.41659653,0.31521633,0.29782596,0.28369138,0.3360711,0.4368109,0.3950987,0.14332397,0.284934,0.404784,0.38398498,0.6453058,0.32225242,0.2861808,0.48863637,0.43693244,0.35917237,0.42123574,0.3854608,0.43382537,0.5230086,0.6186094,0.37526563,0.5111531,0.33923924,0.2948523,0.47962278,0.3268403,0.45079875,0.5046899,0.40796852,0.53106683,0.5723123,0.4345308,0.32627016,0.4735775,0.36147556,0.3988269,0.4158099,0.2795206,0.30261204,0.454,0.29156837,0.31516257,0.6363497,0.32520655,0.33595932,0.54678845,0.3371453,0.27951622,0.459827,0.48436183,0.59373164,0.41475976,0.4235639,0.3233997,0.42152637,0.29586655,0.34925315,0.4197381,0.27937242,0.35469192,0.59777004,0.3456091,0.30756298,0.5173401,0.25717235,0.25670686,0.32748246,0.39126578,0.40664434,0.35155162,0.30871117,0.28080136,0.47234237,0.3308008,0.29184833,0.42934966,0.3119076,0.2083934,0.3677858,0.34513262,0.7496076226234436,0.26003247,0.46482846,0.27565724,0.16659144,0.4239224,0.46090782,0.48005003,0.35713258,0.40131274,0.43360186,0.10799909,0.45141003,0.07922543,0.4143513,0.105550304,0.43062818,0.10287955,0.37437165,0.115619324,0.32197294,0.08730199,0.3375958,0.07926333,0.37545356,0.14778443,0.37989518,0.11398423,0.3763586,0.09603681,0.3656039,0.10932514,0.34715974,0.082293116,0.5,,0.7496076226234436,,9,2,Crompton,TVC 30s
R00016,AD002,0.22841096,0.48300916,0.4262113,0.33025405,0.30621395,0.34767112,0.35390812,0.4490338,0.3834667,0.0,0.28435874,0.2253143,0.41155493,0.1682215,0.39080468,0.4014281,0.3999726,0.32733107,0.2748972,0.28947282,0.419227,0.459138,0.38033292,0.32124978,0.23181085,0.45046118,0.49422264,0.656823,0.2556271,0.53583914,0.49547464,0.27125603,0.3852291,0.44623724,0.5835995,0.49509576,0.35673252,0.2842358,0.24076127,0.47523698,0.32240984,0.36835328,0.35641488,0.45422453,0.37899387,0.2951935,0.33228976,0.32090622,0.54678506,0.45651647,0.38329092,0.36780658,0.5267565,0.49262157,0.35302904,0.2274142,0.29574722,0.43060303,0.22798419,0.36243355,0.42884552,0.3821111,0.5295945,0.29159367,0.24613994,0.26135334,0.4057689,0.23729998,0.4035471,0.50895673,0.6018655,0.35145962,0.25041607,0.2186557,0.2949214,0.43045732,0.28776282,0.33481812,0.45093113,0.37924448,0.6306377,0.3523099,0.25553465,0.36225477,0.35368112,0.22295852,0.29932302,0.34152192,0.4481746,0.31081,0.21319892,0.2062268,0.5938049,0.56264955,0.4159556,0.32842892,0.29891995,0.4990292,0.5389065,0.5131811,0.15385565161705017,0.2075637,0.38040295,0.3931531,0.2451299,0.36132178,0.35962108,0.5000673,0.36913607,0.2539612,0.35286933,0.07722904,0.42000023,0.086709455,0.42501011,0.115291364,0.36297858,0.1296295,0.32043144,0.0878781,0.41141537,0.1260797,0.43967807,0.13458273,0.36757547,0.07806964,0.3529252,0.10145575,0.37552652,0.119793095,0.3411508,0.09062158,0.31193972,0.07476495,0.0,,0.15385565161705017,,9,5,Crompton,TVC 30s
R00017,AD002,,0.5410851,0.34223583,0.24702406,0.2835979,0.27579194,0.22938798,0.40574083,0.2408101,,,0.35806787,0.18457243,0.118779756,0.36497894,0.51803905,0.39940456,0.15754709,0.36954483,,0.42693242,0.4424428,0.31899965,0.27032295,0.31755134,0.27276105,0.44657746,0.37039602,,0.624634,0.25419644,0.2025557,0.33228108,0.39238274,0.4150697,0.3159312,0.4163981,,0.3534924,0.314054,0.29938793,0.32106277,0.32474944,0.29016948,0.20810512,0.3730762,,0.38919458,0.30104238,0.40736133,0.32035443,0.39318356,0.3542277,0.30646753,0.392648,,0.31580526,0.25420997,0.19670868,0.34575173,0.32189086,0.28483254,0.3885048,0.35518128,,0.43922073,0.21840303,0.23750065,0.38160327,0.49442798,0.5783597,0.20902334,0.3860749,,0.3158638,0.28591597,0.25214675,0.31598178,0.3055404,0.30171862,0.53328747,0.3478392,,0.49009234,0.17017823,0.17006204,0.28510955,0.42296147,0.38345066,0.20636563,0.2979661,,0.7223115,0.50615925,0.3421755,0.29664287,0.30436102,0.302024,0.45676515,0.32122067,0.7886178493499756,,0.47101212,0.23181379,0.21450719,0.38250583,0.34655035,0.41515517,0.2455477,0.41845742,0.31051219,0.049443904,0.35805994,0.04339053,0.36918113,0.12834795,0.3680767,0.13654003,0.3088668,0.13922289,0.35824797,0.073670566,0.40645748,0.14977212,0.32070923,0.10677551,0.30786064,0.061181076,0.33228675,0.08569145,0.3406937,0.09797068,0.30327326,0.120037936,,,0.7886178493499756,,8,4,Crompton,TVC 30s
R00018,AD002,0.16584116,0.54282427,0.34215373,0.2770889,0.3481261,0.16797632,0.2536894,,0.29941776,0.5,0.30395573,0.3721395,0.22164927,0.16934364,0.3628922,0.47695634,0.21353093,,0.32899892,0.29944295,0.4358685,0.42660415,0.36171457,0.44505948,0.30694705,0.24708344,,0.7690209,0.20550117,0.6378576,0.26642367,0.21964517,0.41813928,0.30357972,0.33010584,,0.352103,0.21829866,0.4578491,0.31628853,0.3185205,0.36566284,0.23811892,0.24823725,,0.28479046,0.2731092,0.4856974,0.31782746,0.46772835,0.56331825,0.27300096,0.2802453,,0.34221002,0.22865221,0.3529997,0.25132865,0.2542809,0.34430194,0.23955972,0.21784669,,0.26884437,0.27568334,0.4563528,0.2462365,0.21897712,0.39477912,0.46139067,0.4910651,,0.26133427,0.25837725,0.3587799,0.26204345,0.28454608,0.41605517,0.24030389,0.2644217,,0.28969446,0.26036343,0.4584777,0.2017622,0.18768601,0.33789226,0.3484295,0.3809759,,0.21630591,0.20167747,0.6953053,0.4681692,0.3900123,0.4063478,0.21004763,0.2830192,,0.46632665,0.18265624344348907,0.1880678,0.45007613,0.24578167,0.20802237,0.37627918,0.32708344,0.40312308,,0.23318541,0.3059708,0.07834553,0.3753921,0.11365541,0.34166944,0.13854453,0.35072738,0.111443475,0.3061833,0.1012145,0.41146764,0.1615854,0.3901132,0.16244021,0.2996397,0.12021078,0.26972678,0.051217172,0.29677773,0.059986234,0.3039524,0.098544255,0.2989866,0.09731111,0.5,,0.18265624344348907,,8,4,Crompton,TVC 30s
R00019,AD002,0.09266362,0.3902985,0.42896876,0.32072622,0.31914288,0.29003054,0.292146,,0.2301649,0.5,0.28552833,0.2535126,0.24979207,0.15965524,0.3766448,0.35717833,0.24255753,,0.2662269,0.29077914,0.35867113,0.37057978,0.37460017,0.34772933,0.32557118,0.3325362,,0.2793877,0.16036302,0.58753926,0.34362802,0.2683628,0.44003817,0.52673924,0.35143405,,0.3269512,0.13837087,0.21303558,0.4448318,0.29827952,0.47423863,0.22671388,0.2836522,,0.2584701,0.15761285,0.30207467,0.43901765,0.4646675,0.46343538,0.2735986,0.33176264,,0.23967025,0.2056722,0.2581788,0.34393296,0.27882683,0.36183372,0.24183257,0.24923205,,0.23155911,0.21141462,0.3162233,0.29980814,0.2719191,0.3334036,0.46559623,0.46710557,,0.3992705,0.17312287,0.25308165,0.35421574,0.35451567,0.33523458,0.26533195,0.30448383,,0.2604644,0.2432713,0.4204492,0.28708988,0.2420082,0.29767054,0.43717805,0.3397955,,0.3575611,0.16190924,0.53870696,0.4811574,0.39196545,0.3364579,0.3099699,0.35321093,,0.24857682,0.6193276047706604,0.18944483,0.43248022,0.32741037,0.26975822,0.35153496,0.38705903,0.37687355,,0.4520445,0.29219908,0.11458066,0.33397993,0.11309876,0.37563196,0.13820961,0.34559262,0.091484934,0.27388698,0.06836553,0.33498183,0.035253435,0.35274434,0.120696984,0.29551768,0.10243356,0.27138352,0.054697003,0.28755635,0.062103834,0.3483257,0.086204536,0.32812798,0.07430306,0.5,,0.6193276047706604,,8,3,Crompton,TVC 30s
R00020,AD002,0.15839662,0.4939529,0.33854976,0.28481847,0.31736284,,0.3275878,0.4730116,0.2421645,0.5,0.34994403,0.20270072,0.2090719,0.10770446,0.4359473,,0.26418567,0.28585824,0.41346568,0.24227698,0.4463377,0.36272863,0.38473657,0.34406355,,0.40209383,0.4747349,0.38195992,0.2271395,0.43350866,0.26777503,0.21784633,0.39452273,,0.39438847,0.39869025,0.3975702,0.20021905,0.30965528,0.35269845,0.23104447,0.43056113,,0.277211,0.36918342,0.37041235,0.25223586,0.40445873,0.36008903,0.39664412,0.42528898,,0.34055975,0.46487507,0.37989345,0.22763745,0.25965506,0.2895632,0.20731433,0.3431007,,0.25500333,0.5088023,0.27960745,0.2896088,0.24157715,0.20049433,0.18076444,0.39572775,,0.5049217,0.31939024,0.37556013,0.18947174,0.2883073,0.28346217,0.26373333,0.31888112,,0.28357407,0.52795285,0.29275173,0.29333183,0.2632884,0.21043797,0.18826787,0.30226278,,0.37906036,0.27222177,0.28616858,0.2086415,0.60515267,0.41363052,0.38660935,0.34636903,,0.45051688,0.5342597,0.33694842,0.8412340879440308,0.21884453,0.30724183,0.23258038,0.18939994,0.40371066,,0.45773676,0.32338107,0.37565118,0.31762314,0.07783374,0.37800562,0.06366651,0.34143016,0.0880687,0.31350556,0.10916731,0.28360975,0.11205656,0.3798665,0.07014986,0.410266,0.122857094,0.32948056,0.11133829,0.2963355,0.095133595,0.3060168,0.09731665,0.3135683,0.095506325,0.27437994,0.05838925,0.5,,0.8412340879440308,,8,5,Crompton,TVC 30s
R00021,AD003,0.026115991,0.35298774,0.53670305,0.29295218,0.34169963,0.31432378,0.2413907,0.38876805,0.32090923,1.0,0.25141406,0.2997708,0.4803955,0.15300019,0.3906971,0.4148003,0.13722676,0.13084054,0.4651786,0.04376934,0.32793856,0.4342453,0.38199347,0.3129248,0.33729604,0.30094025,0.32095152,0.71910197,0.11987513,0.5559628,0.5961908,0.2448234,0.4087001,0.49340048,0.22893931,0.29003885,0.4749214,0.15111908,0.32522398,0.56822956,0.31297815,0.3491012,0.4527475,0.19520749,0.18032174,0.43757766,0.1314593,0.40425453,0.54398733,0.5026934,0.36628217,0.5070585,0.25860995,0.22372696,0.5021779,0.16423815,0.3326208,0.47026426,0.21862766,0.2929755,0.3221289,0.22151935,0.32341218,0.4128314,0.20189998,0.45708165,0.36622146,0.23768267,0.339104,0.4802439,0.36491457,0.18085259,0.3603683,0.10389903,0.35477084,0.42167604,0.28218332,0.2798339,0.37126854,0.27733406,0.43991482,0.3981716,0.1858144,0.45652503,0.38126478,0.16244833,0.44330433,0.3873962,0.23031062,0.16914059,0.28824687,0.047363188,0.4110566,0.53360236,0.32891226,0.33695567,0.37341303,0.3020855,0.36788037,0.4870506,0.23109835386276245,0.12973781,0.46056986,0.43929046,0.19559468,0.29653728,0.46398774,0.29193676,0.1921768,0.3138878,0.3302785,0.13992897,0.38224998,0.14776544,0.37920582,0.16478741,0.332041,0.10571109,0.30259153,0.14153214,0.35324013,0.17439653,0.35425773,0.13757953,0.31287226,0.13514018,0.30651313,0.09663221,0.32545024,0.10365926,0.30930215,0.12403786,0.30049455,0.11903456,1.0,,0.23109835386276245,,9,4,Usha,Regional TVC 30s (Tamil)
R00022,AD003,0.27335957,0.57405365,0.53827393,0.4586229,0.19444205,0.2933476,0.18753125,0.4152666,0.16798712,0.0,0.46710432,0.41688237,0.49915522,0.4682155,0.22181702,0.29576242,0.20154977,0.19751863,0.19681914,0.31444925,0.37365887,0.3563974,0.3850422,0.1816848,0.28590283,0.1561559,0.26272318,0.1750744,0.40360895,0.80087364,0.56803256,0.5116698,0.24414165,0.49763796,0.26597118,0.30723286,0.22877875,0.43751082,0.4922035,0.79216737,0.607407,0.21842404,0.25512516,0.21849164,0.24860492,0.19096103,0.42097038,0.5077189,0.68077964,0.74639595,0.21493939,0.36827633,0.26730034,0.30732623,0.1455622,0.32470694,0.46489084,0.47801974,0.36909625,0.2098947,0.22620144,0.24055006,0.48589343,0.16077563,0.33911312,0.5507494,0.4915262,0.45967072,0.2524636,0.3831485,0.4821191,0.26324296,0.3104038,0.2645849,0.4699316,0.47293207,0.43280393,0.1980413,0.28475446,0.28435013,0.62941515,0.17726909,0.30787718,0.59461266,0.37034404,0.37978536,0.35035267,0.38870412,0.34992477,0.23378307,0.301019,0.31188768,0.452519,0.46253306,0.39711842,0.15591595,0.35083368,0.19954205,0.24969025,0.114195295,0.6279897093772888,0.27573797,0.56077015,0.39261216,0.33077124,0.31611365,0.39044756,0.3725679,0.24173921,0.3390492,0.38454396,0.21156944,0.40658548,0.2051433,0.42532748,0.18886359,0.39249304,0.1080437,0.32942495,0.13168326,0.27678764,0.0887991,0.29935947,0.12734754,0.34476498,0.1558306,0.3288921,0.12638791,0.3571203,0.15114519,0.35775656,0.09132147,0.3640448,0.09908272,0.0,,0.6279897093772888,,9,5,Usha,Regional TVC 30s (Tamil)
R00023,AD003,0.27268088,0.57355964,0.5426318,0.37420094,0.40119982,0.20626935,0.22825028,0.45976508,0.25026223,0.0,0.4791414,0.25562072,0.47935537,0.24796915,0.4526922,0.3547605,0.26384643,0.28337067,0.22964983,0.37000215,0.32587695,0.35665107,0.3331577,0.47056198,0.1516728,0.15967341,0.30587184,0.21901575,0.31285334,0.5838898,0.5482757,0.31550142,0.5251741,0.37019065,0.25861913,0.3774559,0.2849285,0.26101974,0.42482123,0.80892485,0.40233895,0.4920441,0.23761392,0.2514614,0.4065217,0.33224526,0.33884963,0.44307786,0.65970975,0.58896655,0.6028977,0.2798868,0.21043488,0.45158085,0.2735164,0.23570946,0.37058502,0.42856336,0.2462435,0.381591,0.25624478,0.20375396,0.53009975,0.20748955,0.38969392,0.39442888,0.49275282,0.35495552,0.39273018,0.48431158,0.37805313,0.32905236,0.34798273,0.23778252,0.40465894,0.43208167,0.342617,0.387729,0.2757885,0.2192898,0.63061243,0.21417266,0.3105598,0.40297678,0.38103932,0.2921446,0.45657143,0.4251962,0.2759008,0.27008525,0.35065657,0.39894056,0.42085215,0.44444734,0.2937895,0.44499704,0.20731895,0.19136117,0.295867,0.18856293,0.6065561771392822,0.29349634,0.41933873,0.38497007,0.20291384,0.35757622,0.3783973,0.36308458,0.27508122,0.3206397,0.4018879,0.17630331,0.4276578,0.1628098,0.39743206,0.12286767,0.39599568,0.057016835,0.3384896,0.10514875,0.29916486,0.10443254,0.32068184,0.10914443,0.36764666,0.13736181,0.31780896,0.11457442,0.3494147,0.13396715,0.3328331,0.06681627,0.3516812,0.06849886,0.0,,0.6065561771392822,,9,3,Usha,Regional TVC 30s (Tamil)
R00024,AD003,0.11411677,0.66950667,0.2940358,0.4800894,0.36085114,0.38478503,0.32740772,0.17197259,0.20313919,0.5,0.2590816,0.42402348,0.2201692,0.4288586,0.44815287,0.3203296,0.24495423,0.09816659,0.27117717,0.23511335,0.2848632,0.23717603,0.39351326,0.36037874,0.14183883,0.22320063,0.15010552,0.1332619,0.18882558,0.68775266,0.23026577,0.52243334,0.51905656,0.4444441,0.3741608,0.1348302,0.26627216,0.19689834,0.43883348,0.50113255,0.5651337,0.4345798,0.2831302,0.30780387,0.12773234,0.21961072,0.19192345,0.42734194,0.32056317,0.688446,0.4630351,0.3019019,0.34367785,0.16542834,0.20688868,0.19012675,0.41839957,0.24094245,0.42912847,0.31195632,0.31083593,0.2835039,0.27235845,0.19687867,0.22452548,0.5539096,0.2754166,0.51934576,0.44786596,0.5083376,0.52769315,0.125696,0.32794246,0.15583591,0.40783948,0.2554318,0.4612674,0.31613725,0.38918018,0.3091728,0.35811552,0.22203581,0.26061958,0.5576801,0.19797063,0.38166797,0.53181094,0.437602,0.40431368,0.14483823,0.48729762,0.17318438,0.4540968,0.2503384,0.4493668,0.3588837,0.2474333,0.31113023,0.11308767,0.14448535,0.7938097715377808,0.19074732,0.48717096,0.23957098,0.37291873,0.4606095,0.39880466,0.5197195,0.14077733,0.30662668,0.34165055,0.14984898,0.3454674,0.16426927,0.37422678,0.18379101,0.3900814,0.15577516,0.30165705,0.115633585,0.23993905,0.093202576,0.2780007,0.12536173,0.33398935,0.16976956,0.2949034,0.085109726,0.31944624,0.096667096,0.3463273,0.13502415,0.37820008,0.14692675,0.5,,0.7938097715377808,,9,4,Usha,Regional TVC 30s (Tamil)
